character,move_name,alt_names,guard,properties,damage,chip_damage,meter_on_hit,meter_on_whiff,on_hit_advantage,on_hit_effect,on_block,startup,active,recovery,hitstun,blockstun,hitstop,on_pushblock,footer,thumbnail_url,footer_url,move_category,undizzy
ANNIE,AIR SAGAN BEAM,"J236PP,J236 PP,J236PP,JQCFPP,JQCF PP,JQCFPP,J.236PP,J.236 PP,J.236PP,J.QCFPP,J.QCF PP,J.QCFPP,J 236PP,J 236 PP,J 236PP,J QCFPP,J QCF PP,J QCFPP,JUMPING 236PP,JUMPING 236 PP,JUMPING 236PP,JUMPING QCFPP,JUMPING QCF PP,JUMPING QCFPP,SAGAN BEAM AIR,AIR BEAM SUPER,AIR LEVEL 1,LEVEL 1 AIR",Mid,"Projectile, Invuln. (Full) (Frames 9-15)","[250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250, 250]","[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]",['-100'],,,KD,-17,[96],[30],[30],"[34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34]","[27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,"['Annie fires a fullscreen beam from Sagan.\n', 'After the first projectile is made, another is made 2f later.\n', 'If blocked, Annie cannot block until she lands.']",https://wiki.gbl.gg/images/1/1d/SG_ann_qcfpp_hb.png,https://wiki.gbl.gg/images/1/18/SG_ann_jqcfpp_fd.png,SUPER,0.0
ANNIE,METEOR STRIKE,"236KK,236 KK,236KK,QCFKK,QCF KK,QCFKK,ARM,BIONIC ARM,ARM SUPER,STINGER,STINGER SUPER,METEOR",Mid,Invuln. (Full) (Frames 1-17),[2000],[350],['-100'],,,KD,-24,[62],[25],[42],[21],[24],['(5) 20'],,['Annie lunges forward with a fierce sword strike.'],https://wiki.gbl.gg/images/0/05/SG_ann_qcfkk_hb.png,https://wiki.gbl.gg/images/a/a9/SG_ann_qcfkk_fd.png,SUPER,0.0
ANNIE,STAR POWER,"22KK,22.KK,22KK,INSTALL,ACTIVATION",nan,Invuln. (Full) (Frame 12),['nan'],,"['-100', '\n-0.0925/f(whileactive)']",['activate'],,nan,nan,[12],['nan'],[12],['nan'],['nan'],['nan'],nan,"['Annie powers up, allowing some of her attacks to shoot additional star projectiles.\n', 'Costs an entire bar up front and requires 2 bars to be stocked to use at all.\n', 'Drains 0.0925% meter per frame until emptied or a Star Power super is used. Drain is cut in half when in hitstun.']",https://wiki.gbl.gg/images/b/b1/SG_ann_ddkk.png,https://wiki.gbl.gg/images/5/57/SG_ann_ddkk_fd.png,SUPER,0.0
ANNIE,GRAVITY COLLAPSE,"UNINSTALL,COLLAPSE",Mid,Invuln. (Full) (Frames 1-14),[1350],[400],['-100'],,,KD,-21,[80],[3],[57],[24],[27],[10],,"['Annie pops the enemy up in the air with a burst that ends Star Power mode.\n', 'Can be done in the air. See AIR GRAVITY COLLAPSE.']",https://wiki.gbl.gg/images/a/a8/SG_ann_spddkk_hb.png,https://wiki.gbl.gg/images/2/28/SG_ann_spddkk_fd.png,SUPER,0.0
ANNIE,AIR GRAVITY COLLAPSE,"AIR UNINSTALL,UNINSTALL AIR,GRAVITY COLLAPSE AIR,COLLAPSE AIR,AIR COLLAPSE",Mid,Invuln. (Full) (Frames 1-13),[1350],[400],['-100'],,,KD,-16,[70],[3],['Until ground'],[26],[29],[10],,['Annie pops the enemy up in the air with a burst that ends Star Power mode.'],https://wiki.gbl.gg/images/a/a8/SG_ann_spddkk_hb.png,https://wiki.gbl.gg/images/9/9c/SG_ann_spjddkk_fd.png,SUPER,0.0
ANNIE,PHOTO BOP,"INSTALL 214PP,PHOTO",Mid,"Hit Grab, Invuln. (Full) (Frames 1-16)",['3900/5200/6500'],[400],['-300'],,,Stagger,-23,[66],[3],[55],[33],[21],[12],,['Annie drains her remaining meter and takes a photo with the enemy.'],https://wiki.gbl.gg/images/c/c5/SG_ann_spqcbpp_hb.png,https://wiki.gbl.gg/images/f/f9/SG_ann_spqcbpp_fd.png,SUPER,0.0
ANNIE,PILLAR OF CREATION,"214KK,214 KK,214KK,QCBKK,QCB KK,QCBKK,PILLAR SUPER,POC,LEVEL2,LEVEL 2,LVL2,LVL 2,LV2,LV 2",Mid,"Projectile, Invuln. (Full)
 (Frames 10-11), 70%
Damage Scaling","[500, 1250]",[250],['-200'],,,KD,-52,[100],"[6, 4]",[63],['(19) 22'],[13],[9],,"[""Annie stabs the ground and unleashes a cosmic explosion that tracks the opponent's location,\n"", ""Is technically three hits, but the first hit only affects opponents in an OTG state so they do not fall out, and the third hit doesn't happen on block.\n"", 'Has less recovery on successful hit only to allow for easier followups. \n', 'As a DHC, damage is scaled to 40%, super freeze ends earlier, and the hitstop on the second hit is reduced.\n', 'See DESTRUCTION PILLAR for the meterless DP that also contains the word ""Pillar"".']",https://wiki.gbl.gg/images/0/07/SG_ann_qcbkk_hb.png,https://wiki.gbl.gg/images/5/5f/SG_ann_qcbkk_fd.png,SUPER,0.0
ANNIE,GRAVITY SLINGSHOT,"214PP,214 PP,214PP,QCBPP,QCB PP,QCBPP,LEVEL 3,LEVEL3,LVL 3,LVL3,LV3,LV 3",Mid,"Projectile, Invuln. (Full) (Frames 8-16)","[400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400, 400]","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",['-300'],,134.0,,130,[103],"[6, 7, '6...']",[55],"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, '2(4onblock)']",,"['Annie sends out a multi', 'Projectile lasts for 160f(?) total.']",https://wiki.gbl.gg/images/8/87/SG_ann_qcbpp_hb.png,https://wiki.gbl.gg/images/b/b8/SG_ann_qcbpp_fd.png,SUPER,0.0
ANNIE,TAUNT,"4628LP,4628LP,6428LP,6428LP,TAUNT COUNTER,COUNTER,REFLECTION NEBULA",nan,"Armor, No Cancel (Supers)",['nan'],,['0'],,,nan,nan,[5],[30],[32],['nan'],['nan'],['nan'],nan,"[""Annie's taunt acts as a counter against mids and high strikes only (?)\n"", 'See TAUNT RIPOSTE for the move that activates on a successful counter.']",https://wiki.gbl.gg/images/5/5a/SG_ann_taunt_hb.png,https://wiki.gbl.gg/images/c/cc/SG_ann_taunt_fd.png,TAUNT,0.0
ANNIE,TAUNT RIPOSTE,"TAUNT HIT,RIPOSTE,COUNTER RIPOSTE,COUNTER ACTIVATE,COUNTER ACTIVATION",Mid,"No Cancel (Supers), Invuln. (Full) (Frames 1-19)",[8],,['1.25'],,,KD,6,[19],[3],[21],[20],[24],,,['This is for the move that activates on a successful taunt counter. See TAUNT for the taunt itself.'],https://wiki.gbl.gg/images/5/5a/SG_ann_taunt_hb.png,https://wiki.gbl.gg/images/0/09/SG_ann_taunt_hit_fd.png,SPECIAL_MOVE,20.0
ANNIE,ASSIST RECOVERY,"ASSIST,ASSIST TAUNT",nan,,['nan'],,['0'],,,nan,nan,['nan'],['nan'],['59(?)'],['nan'],['nan'],['nan'],nan,"['Amount of time it takes for the character to turn invulnerable after they finish performing their assist action.\n', 'Longer recovery → more time to punish the assist.']",https://wiki.gbl.gg/images/4/41/SG_ann_assist.png,,ASSIST_RECOVERY,
BEOWULF,5LP,"LP,SLP,S.LP,5.LP,JAB,STANDING LP,STAND LP,STANDING JAB,STAND JAB",Mid,,[250],,['2.50'],,2.0,,5,[7],[2],[13],[16],[19],[7],12,"['Holding the button extends recovery indefinitely, building a level of Hype for every 35f held']",https://wiki.gbl.gg/images/7/74/SG_beo_slp_hb.png,https://wiki.gbl.gg/images/a/ae/SG_beo_slp_fd.png,LIGHT_NORMAL,15.0
BEOWULF,5MP,"MP,SMP,S.MP,5.MP,STRONG,STANDING STRONG,STAND STRONG,STANDING MP,STAND MP",Mid,,[475],,['7.50'],,4.0,,-1,[13],[3],[20],[26],[20],[9],4,"['See 5[MP].\n', 'Holding the button will drop the mic for a second, overhead hit. Depending on how long the button is held, the mic drop can combo from the punch or un']",https://wiki.gbl.gg/images/b/b8/SG_beo_smp_hb.png,https://wiki.gbl.gg/images/e/e6/SG_beo_smp1_fd.png,MEDIUM_NORMAL,20.0
BEOWULF,5[MP],"S.[MP],S[MP],5.[MP],5MP HELD,SMP HELD,HELD 5MP,HELD SMP,MIC DROP,MIC",High,Projectile,[200],,['2.50'],,4.0,,0,[9],['(Until Ground)'],[11],[22],[17],[10],8,['Builds 1/3 hype.'],https://wiki.gbl.gg/images/b/b8/SG_beo_smp_hb.png,https://wiki.gbl.gg/images/2/2c/SG_beo_smp2_fd.png,MEDIUM_NORMAL,20.0
BEOWULF,5HP,"HP,S.HP,SHP,5.HP,FIERCE,STAND FIERCE,STANDING FIERCE,STAND HP,STANDING HP",Mid,,[925],,['10'],,,"1 OR 
 KD (vs air)",-11,[21],[1],[26],[31],[18],[11],-3,[],https://wiki.gbl.gg/images/6/60/SG_beo_shp_hb.png,https://wiki.gbl.gg/images/7/7d/SG_beo_shp_fd.png,HEAVY_NORMAL,30.0
BEOWULF,5HP CHAIRLESS,"CHAIRLESS 5HP,CHAIRLESS 5.HP,CHAIRLESS S.HP,CHAIRLESS SHP,SHP CHAIRLESS,S.HP CHAIRLESS,5.HP CHAIRLESS",Mid,Hit Grab,[0],,['0'],,,Grab Stance,-10,[18],[3],[28],,[19],['N/A (11 on block)'],-3,"['Beowulf grabs at the opponent with one arm, which starts Grab Stance as a hit grab. Using this move lets Beowulf start a Grab Stance with 2 actions from any ground chain.']",https://wiki.gbl.gg/images/0/01/SG_beo_shp_cl_hb.png,https://wiki.gbl.gg/images/f/fc/SG_beo_shp_cl_fd.png,HEAVY_NORMAL,30.0
BEOWULF,5LK,"LK,SLK,S.LK,5.LK,SHORT,STANDING SHORT,STAND SHORT,STANDING LK,STAND LK",Low,,[325],,['2.50'],,0.0,,0,[11],[2],[17],[18],[17],[7],8,[],https://wiki.gbl.gg/images/1/1e/SG_beo_slk_hb.png,https://wiki.gbl.gg/images/c/c0/SG_beo_slk_fd.png,LIGHT_NORMAL,15.0
BEOWULF,5MK,"MK,SMK,S.MK,5.MK,FORWARD,STAND FORWARD,STANDING FORWARD,STAND MK,STANDING MK",Mid,,[475],,['7.50'],,0.0,,-7,[14],[4],[24],[26],[19],[9],0,[],https://wiki.gbl.gg/images/e/e4/SG_beo_smk_hb.png,https://wiki.gbl.gg/images/8/88/SG_beo_smk_fd.png,MEDIUM_NORMAL,20.0
BEOWULF,5HK,"HK,SHK,S.HK,5.HK,ROUNDHOUSE,ROUND HOUSE,STAND ROUND HOUSE,STANDING ROUNDHOUSE,STAND ROUNDHOUSE,STANDING ROUND HOUSE,STAND HK,STANDING HK",Mid,,[975],,['10'],,,-1 OR Stagger (32 / 47 CH) OR Wall Bounce (vs air),-10,[20],[5],[28],[31],[21],[12],-5,"['Causes stagger when used OUTSIDE of a chain combo. Ex: Hopdash jMP > 5HK.\n', 'Builds 1/3 of a level of Hype once per combo when it staggers.']",https://wiki.gbl.gg/images/d/d4/SG_beo_shk_hb.png,https://wiki.gbl.gg/images/7/79/SG_beo_shk_fd.png,HEAVY_NORMAL,30.0
BEOWULF,2LP,"CLP,C.LP,2.LP,CRLP,CR.LP,CROUCHING JAB,CROUCH JAB,CROUCHING LP,CROUCH LP",Mid,,[250],,['2.50'],,1.0,,4,[6],[2],[14],[16],[19],[7],11,"[""Beowulf's fastest ground normal.""]",https://wiki.gbl.gg/images/c/c3/SG_beo_clp_hb.png,https://wiki.gbl.gg/images/9/94/SG_beo_clp_fd.png,LIGHT_NORMAL,15.0
BEOWULF,2MP,"CMP,C.MP,2.MP,CR.MP,CRMP,CROUCHING STRONG,CROUCH STRONG,CROUCHING MP,CROUCH MP",Mid,,[525],,['7.50'],,3.0,,-5,[13],[3],[21],[26],[17],[10],3,[],https://wiki.gbl.gg/images/0/0c/SG_beo_cmp_hb.png,https://wiki.gbl.gg/images/3/3a/SG_beo_cmp_fd.png,MEDIUM_NORMAL,20.0
BEOWULF,2HP,"CHP,C.HP,2.HP,CRHP,CR.HP,CROUCH FIERCE,CROUCHING FIERCE,CROUCH HP,CROUCHING HP",Mid,Launcher,[775],,['10'],,0.0,,-15,[15],[2],[33],[33],[18],[14],-7,[],https://wiki.gbl.gg/images/6/6f/SG_beo_chp_hb.png,https://wiki.gbl.gg/images/2/28/SG_beo_chp_fd.png,HEAVY_NORMAL,30.0
BEOWULF,2HP CHAIRLESS,"CHAIRLESS 2HP,CHAIRLESS CHP,CHAIRLESS C.HP,C.HP CHAIRLESS,CHP CHAIRLESS,GRENDEL FLEX,FLEX,GIGAN ARM LAUNCHER",Mid,"Armor (1 hit)
No Cancel (Specials)","[625, 725]",,"['10', '10']",,,KD,-30,[25],"[4, '(9)', 4]",[46],"[26, 36]","[18, 18]","[12, 15]",-35,"['1 hit of armor.\n', 'Second use launches at half height.\n', ""Beowulf can cancel this into Take a Seat (KK) for one Hype if he's close to the chair.""]",https://wiki.gbl.gg/images/c/c5/SG_beo_chp_cl_hb.png,https://wiki.gbl.gg/images/6/6a/SG_beo_chp_cl_fd.png,HEAVY_NORMAL,30.0
BEOWULF,2LK,"CLK,C.LK,2.LK,CR.LK,CRLK,CROUCH SHORT,CROUCHING SHORT,CROUCH LK,CROUCHING LK",Low,,[250],,['2.50'],,2.0,,4,[7],[3],[12],[16],[18],[7],12,[],https://wiki.gbl.gg/images/a/ab/SG_beo_clk_hb.png,https://wiki.gbl.gg/images/8/8c/SG_beo_clk_fd.png,LIGHT_NORMAL,15.0
BEOWULF,2MK,"CMK,C.MK,2.MK,CRMK,CR.MK,CROUCHING FORWARD,CROUCH FORWARD,CROUCHING MK,CROUCH MK",Low,,[425],,['7.50'],,,1 OR Grab Stance (on OTG hit),-1,[14],[2],[24],[26],[23],[9],1,['Hitting the attack as an OTG triggers a hit grab where Beowulf picks the opponent up and starts Grab Stance with 2 actions.'],https://wiki.gbl.gg/images/c/c2/SG_beo_cmk_hb.png,https://wiki.gbl.gg/images/e/e0/SG_beo_cmk_fd.png,MEDIUM_NORMAL,20.0
BEOWULF,2HK,"CHK,C.HK,2.HK,CR.HK,CRHK,CROUCH ROUNDHOUSE,CROUCH ROUND HOUSE,CROUCHING ROUND HOUSE,CROUCHING ROUNDHOUSE,CROUCH HK,CROUCHING HK,SWEEP",Low,Sweep,[1000],,['10'],,,Soft KD (Invuln.),-13,[19],[3],[29],[14],[17],[10],-4,[],https://wiki.gbl.gg/images/c/c7/SG_beo_chk_hb.png,https://wiki.gbl.gg/images/e/ef/SG_beo_chk_fd.png,HEAVY_NORMAL,30.0
BEOWULF,2HK CHAIRLESS,"CHAIRLESS 2HK,CHAIRLESS CHK,CHAIRLESS C.HK,C.HK CHAIRLESS,CHK CHAIRLESS,GRENDEL SWEEP,ARM SWEEP,2.HK CHAIRLESS,CHAIRLESS SWEEP,GIGAN ARM SWEEP",Low,"Armor (3 hits),
 Sweep,
 No Cancel (Specials)",[1400],,['10'],,,Soft KD (Invuln.),-18,[25],[2],"[35, 'KD OR 90*']",[14],[17],[16],-22/-10,"['3 hits of armor.\n', 'If Beowulf has a level of Hype and is close to The Hurting, you can do an ""EX"" Take a Seat with KK to special cancel this move.\n', 'The recovery knocks Beowulf down, allowing him to use a ground recovery. Make sure to roll or you can be punished on hit.\n', '* Recovery time without ground tech.']",https://wiki.gbl.gg/images/4/47/SG_beo_chk_cl_hb.png,https://wiki.gbl.gg/images/1/15/SG_beo_chk_cl_fd.png,HEAVY_NORMAL,30.0
BEOWULF,JLP,"J.LP,J LP,JUMP JLP,JUMPING JLP,JUMP LP,JUMPING LP,JUMP JAB",High,,[200],,['2.50'],,8.0,,1,[8],[3],[14],[24],[17],[7],10,['Fastest instant overhead option from hopdash.'],https://wiki.gbl.gg/images/1/15/SG_beo_jlp_hb.png,https://wiki.gbl.gg/images/f/f8/SG_beo_jlp_fd.png,LIGHT_NORMAL,15.0
BEOWULF,JMP,"J.MP,J MP,JUMP JMP,JUMPING JMP,JUMP MP,JUMPING MP,JUMP STRONG",High,,[575],,['7.50'],,11.0,,3,[14],[3],[15],[28],[20],[10],9,[],https://wiki.gbl.gg/images/6/68/SG_beo_jmp_hb.png,https://wiki.gbl.gg/images/a/a7/SG_beo_jmp_fd.png,MEDIUM_NORMAL,20.0
BEOWULF,JHP,"J.HP,J HP,JUMP HP,JUMP JHP,JUMPING HP,JUMPING JHP,JUMP FIERCE",High,,[775],,['10'],,-4.0,,-6,[16],['(Until ground)'],['(Until ground)'],[28],[19],[11],2,[],https://wiki.gbl.gg/images/3/30/SG_beo_jhp_hb.png,https://wiki.gbl.gg/images/7/71/SG_beo_jhp_fd.png,HEAVY_NORMAL,30.0
BEOWULF,JHP CHAIRLESS,"J.HP CHAIRLESS,CHAIRLESS JHP,CHAIRLESS J.HP",High,Hit Grab,[0],,['0'],,,Grab Stance,-6,[16],['(Until ground)'],['(Until ground)'],,[19],['N/A (11 on block)'],2,"['Performs Grab Stance on hit, which Beowulf can do both from an air chain or air to ground as a jump in attack.\n', 'Defaults to Canis Major Press on hit if no alternate finisher is input before reaching the ground.']",https://wiki.gbl.gg/images/7/73/SG_beo_jhp_cl_hb.png,https://wiki.gbl.gg/images/8/8b/SG_beo_jhp_cl_fd.png,HEAVY_NORMAL,30.0
BEOWULF,JLK,"J.LK,J LK,JUMP JLK,JUMPING JLK,JUMP LK,JUMPING LK,JUMP SHORT",High,,[275],,['2.50'],,-5.0,,-2,[9],[24],[7],[24],[18],[7],-3,[],https://wiki.gbl.gg/images/4/40/SG_beo_jlk_hb.png,https://wiki.gbl.gg/images/4/4b/SG_beo_jlk_fd.png,LIGHT_NORMAL,15.0
BEOWULF,JMK,"J.MK,J MK,JUMP JMK,JUMPING JMK,JUMP MK,JUMPING MK,JUMP FORWARD",High,,[625],,['7.50'],,-10.0,,-3,[14],['(Until ground)'],[2],[26],[19],[9],-1,[],https://wiki.gbl.gg/images/e/e4/SG_beo_jmk_hb.png,https://wiki.gbl.gg/images/1/1e/SG_beo_jmk_fd.png,MEDIUM_NORMAL,20.0
BEOWULF,JHK,"J.HK,J HK,JUMP JHK,JUMPING JHK,JUMP HK,JUMPING HK,JUMP ROUNDHOUSE",High,,[750],,['10'],,,KD (vs air),-5,[16],[3],[29],[28],[31],[14],2,[],https://wiki.gbl.gg/images/2/23/SG_beo_jhk_hb.png,https://wiki.gbl.gg/images/6/61/SG_beo_jhk_fd.png,HEAVY_NORMAL,30.0
BEOWULF,J2HK,"J.2HK,J2.HK,JDHK,JD.HK,2JHK",High,Projectile,[750],,['10'],,,N/A OR KD (vs air),,[19],['(Until ground)'],[4],[28],[20],[8],,"[""Shoots the chair downwards below his feet as a projectile, and then bounces upwards. Poor man's double jump""]",https://wiki.gbl.gg/images/6/6b/SG_beo_jdhk_hb.png,https://wiki.gbl.gg/images/3/3a/SG_beo_jdhk_fd.png,HEAVY_NORMAL,30.0
BEOWULF,THROW,"LPLK,LPLK,GRAB",Throw,50% Damage Scaling,[0],,['5'],,,Grab Stance,,[7],[1],[28],,,,,['Starts grab stance.'],https://wiki.gbl.gg/images/4/47/SG_beo_throw_hb.png,https://wiki.gbl.gg/images/d/d1/SG_beo_throw_fd.png,THROW,0.0
BEOWULF,AIR THROW,"JLPJLK,AT,JLPLK,J.LPLK,J.LPLK,AIR GRAB,AIRGRAB,AIRTHROW,JLPLK,JLKLP,JTHROW",Air Throw,50% Damage Scaling,[0],,['5'],,,Grab Stance,,[7],[3],[18],,,,,"['Starts grab stance.\n', 'If Beowulf lands in a reasonable time after landing this he will transition into ground grab stance.\n', ""If Beowulf doesn't land in time he will default to Canis Major Press.""]",https://wiki.gbl.gg/images/6/6e/SG_beo_airthrow_hb.png,https://wiki.gbl.gg/images/c/c4/SG_beo_airthrow_fd.png,AIR_THROW,0.0
BEOWULF,TAG IN,"TAG,RAW TAG,RAWTAG,TAG OUT",Mid,Tag,[500],,['4.50'],,,KD,-19,['31 to 46'],[1],[33],[10],[13],[13],-6,['Enters the screen from behind the opponent for a cross up.'],https://wiki.gbl.gg/images/3/3e/SG_beo_tag_hb.png,https://wiki.gbl.gg/images/d/d5/SG_beo_tag_fd.png,TAG,
BEOWULF,SNAPBACK,"OUTTAKE,SNAP,SNAP BACK",Mid,Snapback,"[0, 0]",,['-100'],,,,"-16, -32",['12  3'],"[3, '*(45)', 5]","[37, 45]","[45, 14]","[17, 17]","['(9) 14', '13 (9 on block)']",-6,"['Requires chair.\n', 'Unique 2 hit snpaback. Only performs the follow up kick if the first hit connects.\n', 'Failing to connect the first hit will set the hurting down on the ground.\n', ""If a PUNCH button is held, Beowulf will continue sitting on his chair until he's hit or the button is released. Ending the match while holding P will perform the sitting pose as his win pose.""]",https://wiki.gbl.gg/images/6/69/SG_beo_snap_hb.png,https://wiki.gbl.gg/images/1/13/SG_beo_snap_fd.png,SNAP,
BEOWULF,L HURTING HURL,"L CHAIR,CHAIR L,L HURL,236LP,236 LP,236LP,QCFLP,QCF LP,QCFLP,QCF.LP,TOSS L,L TOSS,L CHAIR TOSS",Low,"Sweep
 Projectile",[600],[100],['7.5'],['2.5'],,Soft KD,0,[21],[12],[30],[16],[19],['12 (9 on block)'],6,"['Has sweep properties, which breaks armor.\n', 'Shortest cooldown until The Hurting can be picked up again.\n', 'Beowulf has a 5F buffer on his DASH and THROW after, but not normals.']",https://wiki.gbl.gg/images/d/dd/SG_beo_qcfp_hb.png,https://wiki.gbl.gg/images/6/6a/SG_beo_qcflp_fd.png,SPECIAL_MOVE,20.0
BEOWULF,M HURTING HURL,"M CHAIR,M HURL,CHAIR M,236MP,236 MP,236MP,QCFMP,QCF MP,QCFMP,QCF.MP,M TOSS,TOSS M,M CHAIR TOSS,HURTING HURL M",High (2nd hit),"85% Damage Scaling (2nd hit), 
 Projectile","[250, 350]","[100, 100]","['4.5', '3.825']",['2.5'],,3 OR KD (vs air),"-7, N/A",[22],"[48, 16]",[34],"[28, 28]","[18, 17]","[8, 8]",1,"['Beowulf tosses The Hurting in the air for a projectile that hits twice, with the second hit must be blocked high, and leaves the chair in front of him.\n', 'The second hit of the chair will restand.\n', 'Beowulf has a 5F buffer after which allows him to always get a perfectly times 2LP to check his opponent after.']",https://wiki.gbl.gg/images/d/dd/SG_beo_qcfp_hb.png,https://wiki.gbl.gg/images/e/ec/SG_beo_qcfmp_fd.png,SPECIAL_MOVE,20.0
BEOWULF,H HURTING HURL,"H HURL,H CHAIR,CHAIR H,DP,236HP,236 HP,236HP,QCFHP,QCF HP,QCFHP,QCF.HP,236P,236 P,236P,QCFP,QCF P,QCFP,QCF.P,H TOSS,TOSS H,H CHAIR TOSS,CHAIR,HURTING HURL H",Mid,"Invuln. (Strike),
 90% Damage Scaling,
 Projectile",[600],[100],['4.05'],['2.5'],,KD,1,[25],[50],[28],[17],[20],[8],7,"[""Beowulf's only meterless reversal, which can be thrown since it is only strike invuln, and it is PLUS on block.\n"", 'Beowulf has a 5F buffer after which allows him to always get a perfectly times 2LP to check his opponent after.']",https://wiki.gbl.gg/images/d/dd/SG_beo_qcfp_hb.png,https://wiki.gbl.gg/images/2/24/SG_beo_qcfhp_fd.png,SPECIAL_MOVE,20.0
BEOWULF,WULF BLITZER,"BLITZER,CANNON,236LK,236 LK,236LK,QCFLK,QCF LK,QCFLK,QCF.LK,236MK,236 MK,236MK,QCFMK,QCF MK,QCFMK,QCF.MK,236HK,236 HK,236HK,QCFHK,QCF HK,QCFHK,QCF.HK,236K,236 K,236K,QCFK,QCF K,QCFK,QCF.K,L BLITZER,M BLITZER,H BLITZER,L BLITZ,M BLITZ,H BLITZ,BEAST CANNON,WULF BLITZ,WULFBLITZ",Mid,,['See description'],[100],['3'],['2.5'],,KD,"-24 (L)
-57 (M)
-65 (H)",[20],[28],['(Until ground)\n12 after landing'],[15],[18],[8],"-16 (L)
-49 (M)
-57 (H)","['Beowulf charges at the opponent up to 3 times on the ground or 2 times in the air. The first button press determines the trajectory, then subsequent hits can choose a direction by pressing a button and holding any direction.\n', 'If done as a final hit (3rd hit on the ground, 2nd hit in the air), the damage increases by 400, except for the straight downward direction (2) which increases by 300.\n', 'Beowulf gets an extra 1.1111% meter when blitzing forwards or upforwards.\n', 'Type ""!fd Beowulf WULF BLITZER xN"" for follow up values.\n', 'See also EX WULF BLITZER.\n', 'DAMAGE PER DIRECTION:\n↖ ↑ ↗\n475 575 475\n← →\n375 375\n↙ ↓ ↘\n275 275 275']",https://wiki.gbl.gg/images/9/95/SG_beo_qcfk_hb.jpg,https://wiki.gbl.gg/images/d/dd/SG_beo_qcflk_fd.png,SPECIAL_MOVE,20.0
BEOWULF,WULF BLITZER XN,"BLITZER xN,CANNON xN,236LK xN,236MK xN,236HK xN,236K xN,QCFLK xN,QCFMK xN,QCFHK xN,QCFK xN,QCFK xN,BLITZER FOLLOW UP",Mid,,['See description'],[100],['3'],,,KD,-2/-8 at best,[8],[28],"['(Until ground)', '12 after landing']",[15],"['12(x3downwardsdirections)', '18(otherwise)']",[8],"-16 (L)
-49 (M)
-57 (H)",['DAMAGE PER DIRECTION:\n↖ ↑ ↗\n475 575 475\n← →\n375 375\n↙ ↓ ↘\n275 275 275'],https://wiki.gbl.gg/images/9/95/SG_beo_qcfk_hb.jpg,https://wiki.gbl.gg/images/d/dd/SG_beo_qcflk_fd.png,SPECIAL_MOVE,20.0
BEOWULF,EX WULF BLITZER,"EX BLITZER,EX CANNON,BLITZER EX,CANNON EX,WULF BLITZER EX,WULF EX BLITZER",Mid,,['See description'],[100],['3'],,,KD,-2 at best,[8],[28],"['(Until ground)', '12 after landing']",[15],[18],[8],"-16 (L)
-49 (M)
-57 (H)","['For the cost of 1 Hype and after performing at least one regular Blitzer, Beowulf can press KK + any direction to perform an EX Blitzer. This allows him to perform up to 6 Blitzers from the ground (3 normal + 3 EX).\n', 'EX Blitzer cannot be canceled back into a regular Blitzer.\n', 'Unlike regular Blitzers, there is no damage bonus on the third EX Blitzer in a row.\n', 'Grounded EX Blitzers have the same frame advantage as the x2 Blitzer followup (ie. they are ', 'See also: EX WULF BLITZER AIR.\n', 'DAMAGE PER DIRECTION:\n↖ ↑ ↗\n675 775 675\n← →\n575 575\n↙ ↓ ↘\n475 425 475']",https://wiki.gbl.gg/images/9/95/SG_beo_qcfk_hb.jpg,https://wiki.gbl.gg/images/d/dd/SG_beo_qcflk_fd.png,SPECIAL_MOVE,20.0
